,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
"Akron,_Ohio",-0.025431335,0.03885173,0.13885352,0.1270342,0.1913739,0.0062780874,0.033659097,0.00072492624,-0.06631242,0.035334975,0.022506988,-0.07761865,0.03985635,0.12000915,0.13278031,-0.031650864,-0.031920537,0.06601712,-0.048879825,0.13448791,0.11632843,-0.10846422,-0.082764,0.07145164,0.05563071,-0.0011756249,0.10357906,0.13996801,-0.08071309,-0.08129871,0.082406715,-0.094977446,-0.18835287,-0.012338561,0.12160073,-0.062419593,-0.022554489,-0.020971006,-0.084148765,0.045274578,0.07023678,-0.059972484,0.06037184,0.026224783,0.06286262,-0.104234144,0.10588802,-0.016193999,-0.120463215,-0.046919618,0.020565111,0.026800504,0.12884085,-0.049230397,-0.10057067,0.0027141357,-0.09595835,-0.023362556,-0.045070097,0.038013235,0.07365191,-0.079707086,-0.010397428,0.13292591,-0.1317265,-0.06889295,-0.06005103,0.07407698,-0.004708439,-0.030411417,-0.06583659,-0.09547732,0.047776222,-0.10930157,0.01822964,-0.07340512,0.05813725,-0.00046946545,0.012056501,0.029955756,0.11215584,0.12392503,-0.17219459,0.011361245,0.04937816,0.064925425,0.07204254,-0.04000552,-0.03862419,0.053344447,0.06898484,-0.09629943,-0.10390654,-0.1314566,0.037372295,-0.005336127,0.052196205,0.028144317,-0.11460586,0.1131836
Al_Jefferson,0.050671782,0.07388825,0.05098621,0.101067975,-0.018428659,-0.056448415,0.110868335,-0.0865849,0.085684374,0.019250263,-0.025405493,-0.03134494,0.025124457,0.09565355,0.081652425,-0.036531962,-0.0650484,0.010770938,-0.049288727,0.032749258,0.08346138,-0.09428269,-0.09241505,-0.006859471,0.10205074,-0.024363741,0.108183295,0.055685036,-0.067871496,0.0383664,0.012003413,-0.026174372,0.031289935,-0.044062674,-0.045961,-0.035549175,-0.0053376504,-0.10404398,-0.079447426,0.09206548,0.034154803,0.014977963,0.019747607,0.0017311076,-0.035848692,-0.030549012,0.09673753,-0.026435066,-0.041015666,-0.014433004,-0.08481158,0.011366442,0.06257342,-0.022288486,-0.08124888,0.08029077,-0.022234932,-0.016398687,-0.025033616,0.08440975,0.09330983,-0.025158878,0.06880084,-0.0063067465,-0.10570862,-0.043023676,-0.07725988,0.060720414,-0.009505314,-0.04459518,-0.05415518,-0.09598292,0.031358317,-0.07823701,0.0007114001,-0.009726093,0.01997846,0.002598295,0.032939956,0.111993864,0.05209498,0.10920311,-0.08008396,0.012646685,0.112245694,0.06740852,0.040094282,-0.042128198,-0.006875665,0.0487131,0.0073955087,-0.03983636,-0.07878068,-0.083498694,0.058038194,-0.018067824,0.023703162,-0.007516031,-0.08457979,0.05002905
Alan_Arkin,0.077262565,0.11981067,-0.042435564,0.14472905,0.111324415,-0.08906776,-0.007203006,-0.082449816,-0.02504045,0.052996926,0.15840088,-0.119102396,-0.01612791,0.015340389,0.067239806,-0.069166355,-0.1230073,0.13714656,-0.11083842,0.07090808,0.02019529,-0.008782013,-0.10020195,0.107004374,0.07945565,-0.105339885,0.07263169,0.051731825,-0.09403743,0.08878207,0.101846,-0.0073866625,-0.019191008,0.009005223,0.058871984,-0.033548135,-0.054152716,-0.098587684,-0.10333548,0.0020230864,0.096071765,-0.069633916,-0.0048578815,0.061270244,-0.008894593,-0.087442584,0.12691389,-0.089291334,0.030818537,-0.124178,-0.08445321,0.09719042,0.08997016,-0.06345195,-0.12904073,0.09626217,-0.014302179,0.10022813,-0.0016755579,0.023254048,0.08405871,-0.16694641,0.0049701184,0.089516185,-0.10351848,-0.0005923336,-0.09059155,0.17194965,-0.12090035,-0.04014995,-0.10997345,-0.12263822,-0.1299182,-0.0883257,0.13373919,0.011133026,0.088337496,0.012829972,0.101115584,0.015555301,0.095659725,-0.01774677,-0.02108542,0.01753469,0.031645656,-0.007051508,0.1435117,-0.028973171,-0.012761568,0.004493271,0.0755555,-0.108924225,-0.060672045,-0.019905416,0.006140652,0.04943304,-0.03441208,-0.061949603,-0.010308402,0.107507296
Alan_E._Nourse,0.05325995,0.050061278,0.03218673,0.09707582,0.04431418,-0.059730098,0.02608314,-0.09052808,0.06447943,0.017714346,0.06809168,-0.016730249,0.023145387,0.039424554,-0.035473708,0.010107248,-0.114054464,0.10960779,-0.036700945,0.06888668,-0.014325052,-0.03649908,-0.12049557,0.081091926,0.10152728,0.01873586,0.06847162,0.07483053,-0.07411923,0.049235687,0.112685196,-0.008154075,0.0010830181,-0.015487871,0.0768975,-0.029212616,-0.037022866,-0.11453379,-0.1084436,0.047492974,0.06330523,-0.038166665,-0.06968357,-0.009837177,-0.019447349,-0.06645781,0.06180315,-0.0666225,-0.048185106,-0.09556568,-0.01809634,0.008000177,0.082822934,0.02789045,-0.050167687,0.00092734344,-0.061451286,0.01821008,-0.07724158,0.07355752,0.09173278,-0.06901389,0.073007695,-0.0032366368,-0.09979762,-0.04615038,-0.042852957,-0.004773873,-0.034442306,-0.06395523,-0.06583282,-0.10075692,-0.056294616,-0.030918589,0.09937451,-0.14000781,0.041572705,-0.019047154,0.010503702,0.118564114,0.040805414,0.111837946,-0.06581138,0.046803955,0.0339855,0.04348819,0.04965361,-0.054901622,0.013475622,0.01775265,-0.009309673,-0.041463222,-0.04518173,-0.078781985,0.032303274,0.070980884,0.008880801,-0.049163777,0.036661223,0.07770197
Alan_Rickman,0.030928586,0.05857546,0.12141501,0.12394998,0.12937388,-0.097440645,0.06649208,-0.084438525,0.119241476,0.029529136,0.1499991,-0.1605298,0.08492842,0.082384974,0.08668679,-0.0867328,-0.14038265,-0.0056665353,-0.10166258,0.121675104,0.11075667,-0.121522725,-0.119331904,0.02566842,0.038219046,-0.08242974,0.046480894,0.0045363163,-0.030518904,-0.0643194,0.10843093,-0.057206966,-0.020268047,-0.05336229,0.014430843,-0.023027584,-0.025539113,-0.09471159,-0.0022618454,0.101804756,0.06626497,-0.08861132,-0.005459895,0.07754358,-0.0033642948,-0.13532162,0.13659367,-0.018465674,-0.104897976,-0.0049999366,-0.06981456,0.10951931,0.081169896,-0.03877197,-0.09933255,0.08273724,-0.047792435,0.06887769,-0.08347121,0.031450763,0.09033391,-0.14201242,0.07624269,0.050962128,-0.0071514584,-0.011671114,-0.09051677,0.015735107,-0.08307922,-0.032758366,-0.029048126,-0.1440008,0.06728852,-0.110994965,0.090315565,-0.057057135,0.025537744,0.08045449,0.0029458364,0.016787214,0.019925322,-0.032114897,0.028996792,0.00934947,-0.013837899,-0.008589828,0.11922799,-0.12989481,-0.12225816,0.036610685,0.09454219,-0.0683415,-0.109922364,-0.030114725,0.13436887,0.122807056,-0.0066570444,0.07090344,-0.055863187,0.022861948
"Albany,_Georgia",0.117814794,0.03844427,0.13443129,-0.03168492,0.08641655,-0.14252816,0.058931813,0.015112964,0.0608618,0.015525811,0.115715615,-0.14398974,0.009349817,-0.03098861,0.1343358,-0.014284365,-0.014038475,0.056622677,-0.050948784,0.09725015,0.046803538,-0.0150886625,0.033397365,0.11554104,0.089153364,-0.06874702,0.09014728,0.054964866,-0.17596504,-0.04210751,0.056989156,-0.042760346,-0.002406355,0.00061058474,0.07412854,-0.05157268,-0.14690037,-0.048796456,-0.042919308,0.028012915,0.08744374,-0.1781738,-0.06927572,0.103449054,-0.060073886,0.0018108081,0.008496063,-0.076507635,-0.051372837,-0.0467932,-0.14880875,0.001126327,0.11899119,-0.0059361663,-0.062574215,0.13533835,-0.053673666,0.22266276,-0.109914765,0.104441285,0.096058704,-0.0705899,0.06763689,0.17310429,-0.11800479,0.015976075,-0.045348305,0.061976034,-0.033723667,-0.027933236,-0.08330819,-0.007503704,0.014896255,-0.07606688,0.12830982,-0.06437241,0.040560238,0.047401827,0.11832977,0.058705863,0.070136696,0.031485107,-0.027677242,0.018056044,0.03454338,0.0626007,-0.013072218,-0.08566387,0.08330122,0.0037588424,0.030907497,-0.12069055,-0.050899863,-0.061028805,0.049202837,-0.07907134,-0.049774364,-0.19805995,-0.07469469,0.0745115
Albert_Camus,0.036976643,0.05577092,0.02807534,0.09197229,0.080748685,-0.061611686,0.028944578,-0.053659897,0.07008212,0.022862656,0.09807123,-0.021711037,0.049262233,0.030355861,0.12515698,-0.06812865,-0.096563734,-0.014107276,-0.031969495,0.100729115,0.096974075,-0.06985934,-0.111562714,0.08893447,-0.01408275,0.012676857,0.032180563,0.13491803,-0.09421819,0.0144244,0.04197826,-0.018839126,-0.021905856,-0.06739616,0.10712927,-0.032752268,-0.015262349,-0.02886393,-0.08737446,0.08412652,0.023836434,0.0017710465,0.028575119,-0.016392542,-0.016693713,-0.037760004,0.09252563,-0.038780965,-0.10373859,-0.027613243,-0.045271423,0.009071264,0.07317787,-0.030303264,-0.036077183,0.028896784,-0.032269448,0.060277365,-0.094438866,-0.0057370164,0.091255486,-0.029341081,0.08200741,-0.0014219087,0.033074584,-0.052072033,-0.07409944,0.07176197,-0.06772916,-0.06527778,-0.044271994,-0.109323904,0.029650833,-0.041599933,0.12145235,0.0051658796,-0.002597077,-0.062322825,0.015910732,0.03504707,0.022672154,0.019515542,-0.039106354,0.02868992,0.039819203,0.041561276,0.03753979,-0.06488056,0.036478393,0.07071821,0.04276091,-0.051626492,-0.062328313,-0.084897935,0.04165603,-0.026115034,0.035209186,-0.014646917,-0.071018815,0.029500272
Albert_Einstein,0.06935949,0.040593147,0.03057387,0.07738132,0.061081436,-0.07057611,0.09739013,-0.08515346,-0.051177476,0.062393732,0.093434796,-0.023683598,0.025025396,0.052204452,0.13488932,-0.049611647,-0.12566584,0.06859669,-0.0030725063,0.039254468,0.095714815,-0.09217777,-0.093354374,0.063417464,0.09658998,-0.042204827,0.038202066,0.014311486,-0.095483385,0.02028761,-0.008549541,-0.01944551,0.0038426332,-0.03346676,0.057958115,-0.056616068,0.00018748772,-0.0074583036,-0.054708943,0.026803201,0.045946565,-0.00026177123,0.049779736,0.01570471,-0.015802136,-0.052657295,0.0861033,-0.055843744,-0.10285431,-0.0708228,-0.06898498,0.047508053,0.07702325,-0.043711886,-0.036782023,0.048742026,-0.02511913,0.0070447605,-0.10669928,0.025054287,-0.025584396,-0.0682734,0.0588982,-0.002321162,-0.009409577,-0.05544548,0.013831216,0.07416999,-0.01800804,-0.07405391,-0.049608935,-0.024983332,0.03148454,-0.03231713,0.09474364,-0.095528975,0.04183659,0.0006502001,0.02495144,0.020108221,0.04640431,0.09722033,-0.04967265,0.042688884,0.10604534,0.08847193,0.044107694,-0.08179286,0.023567917,0.03651374,0.045983493,-0.05589385,-0.04361331,-0.07962296,0.059939183,0.019440904,0.007544007,0.04016222,-0.016519783,-0.0069997413
Albuquerque,0.013438621,0.039411336,0.119587824,0.065214545,0.109024696,-0.0086996285,0.031221507,-0.1465426,0.10503348,0.036348328,0.0434832,-0.18047662,0.037983686,0.03817694,0.1301121,-0.032916147,-0.029067269,0.13353767,-0.079176106,0.0003363368,-0.009006721,-0.042264022,-0.08051738,-0.0022084652,0.018545803,-0.026728159,-0.00965586,0.06992526,0.0047833007,0.1048994,0.0015644475,-0.09030887,-0.08334108,-0.11467608,-0.006435157,-0.14445598,-0.031218695,-0.10359031,-0.12351422,0.1270174,0.019996967,-0.12747289,0.10655037,0.023919145,-0.016603231,-0.0057232464,0.038257197,-0.19828267,0.0011039984,-0.050274063,0.017416392,0.11101614,0.12094716,0.027115699,-0.045923594,-0.0019412708,-0.042920675,0.06668148,-0.08801647,0.024801316,0.10528989,-0.11728795,0.057525527,0.02035294,-0.09030892,-0.13402277,0.007799783,0.124375604,-0.13143624,-0.06166157,-0.08984371,-0.072121516,0.04577627,-0.0036908195,0.044729937,-0.024661792,-0.021256547,-0.041700803,-0.036696203,0.14856002,0.0028793525,0.094745345,0.018668402,0.09067166,-0.0018072978,0.08685042,0.07234735,-0.11132205,-0.053500354,0.016392497,0.019672737,0.01492453,-0.07282513,-0.0049116677,0.0876343,-0.08866243,-0.0062143435,-0.122459054,0.04007238,0.035091333
Alcalá_de_Henares,0.02141307,0.10262829,0.08599644,0.07160222,0.09044245,-0.013548908,-0.046094395,-0.19663927,0.04183078,0.0065110093,-0.025797773,-0.075869456,0.124422394,0.022941746,0.12388567,-0.050330255,0.019289272,0.052267887,-0.121557005,0.08536934,0.0051873447,-0.15059806,-0.055770647,0.11127218,0.0067653395,0.0043232753,-0.024368389,0.17373984,-0.114853114,0.07080538,0.11950141,-0.053564023,0.14334491,-0.13119641,0.0941612,-0.031005062,-0.0460955,-0.114184804,-0.1053311,-0.05908088,0.17361835,-0.09827716,-0.019775266,0.096741796,-0.036618322,-0.01813323,0.07355034,0.01980946,-0.06019184,-0.006883893,-0.007832711,0.09209627,-0.013832621,0.024015352,-0.07075677,0.011460266,-0.034157243,0.07631388,-0.044974215,0.043052576,-0.0136035485,-0.096822746,0.15115723,-0.012460509,-0.10017509,-0.09426363,-0.0024919147,0.0046324492,-0.09648138,-0.043252062,-0.042108264,-0.1046896,0.008511481,-0.12000553,0.04490576,-0.03763051,0.014790218,-0.0869504,0.07815845,0.10207426,0.09488127,0.10680954,-0.15161014,0.0913982,0.11651192,0.061638173,0.12176565,-0.098196514,0.003212681,0.008498434,0.067758046,-0.07992571,-0.090502776,-0.09014426,0.057435505,-0.044210855,-0.0112718735,0.055903584,-0.15294205,0.031963743
Alec_Douglas-Home,0.06573501,0.04642563,0.05926233,0.09369627,0.08406737,-0.081873484,0.055725556,-0.03165747,0.030394303,0.017049681,0.025528818,-0.045485593,0.080912344,0.104261726,0.09479001,0.003428901,-0.05716008,-0.057309303,-0.10390923,0.063924834,0.09151036,-0.11026816,-0.100793086,0.069524944,-0.019009832,0.0029573683,0.03701947,0.05307165,-0.009686654,0.020500032,0.09762708,-0.051390264,0.037255187,-0.04564792,0.07356791,-0.04339623,0.002153229,-0.048493754,-0.12092993,0.088574395,0.076230094,-0.0028958267,0.01363795,0.008606551,0.0012808521,-0.08411317,0.07309545,-0.07265293,-0.028726317,-0.08911462,-0.044280462,0.013561279,0.017649453,-0.022747556,-0.03705881,0.078907005,-0.08750711,0.01729834,-0.09549862,0.080123015,0.0062919236,-0.010101791,0.07702526,0.035651293,-0.09496711,-0.050440248,-0.081725635,0.07121868,-0.012920769,0.047567096,0.022579309,-0.015119307,0.043606132,-0.036474098,0.04645336,-0.030273894,0.024710368,-0.0012077951,0.027589448,0.0750156,0.053216517,0.08521012,-0.04161354,0.0791651,0.0028103779,0.07182211,0.051408578,-0.087555766,-0.04514125,0.044913013,-0.014863706,-0.040123478,-0.057893936,-0.04022768,0.038209565,0.013748922,0.027658552,-0.03397954,-0.05214806,0.043417845
Aleksandr_Solzhenitsyn,0.052103348,0.041713424,0.038820054,0.09030549,0.08404297,-0.04620849,0.090673015,-0.03502125,0.06830755,0.01684748,0.09726239,-0.025973069,0.05213031,-0.011941679,0.017689135,-0.022432514,-0.06726187,0.06679773,-0.0391872,0.06005852,0.13422719,-0.0047211135,-0.07594863,0.07950139,-0.005302712,0.008704688,0.04393561,0.122304775,-0.08504791,0.00631244,0.037625115,-0.027484728,0.044852518,-0.040898286,0.080337584,-0.05447872,-0.059697248,-0.113366246,-0.11083444,0.10211875,0.056430932,-0.014122442,0.004523366,0.041655347,-3.7423848e-05,-0.05636426,0.07711657,-0.07711642,-0.11047333,-0.112249605,-0.06911465,0.037270185,0.0666761,-0.016074222,-0.030355543,0.09358184,-0.055857692,0.016969124,-0.070506305,0.10533243,0.08798645,-0.044206373,0.058818072,0.009336864,-0.10473769,-0.036321074,-0.08369157,0.06370338,-0.06486304,-0.05890386,0.016368167,-0.11944548,0.038797297,-0.07255714,0.11731684,-0.009575679,-0.036137074,-0.040163916,0.028480144,-0.0072802226,0.04743991,0.063210115,-0.030959431,0.046523683,0.112113245,-0.025757244,0.057322457,-0.055664517,0.027010096,0.063350044,0.0126207825,-0.045036342,-0.049097367,-0.046732742,0.0611883,0.00259009,0.02284321,-0.01668317,-0.021812435,0.042834237
Alexa_Internet,0.07754781,0.12476506,0.08662026,0.105348475,0.060847457,-0.07910492,0.08472297,-0.08417086,0.051070847,0.041607626,0.0064242873,-0.10055777,0.07914126,0.08717117,0.08681601,-0.07126841,-0.07657818,0.100280344,-0.121051766,0.017326413,0.06447896,-0.08104825,-0.10003291,0.10583236,0.06545506,-0.07463396,0.099146426,0.068385534,-0.07408024,-0.005122382,0.08769839,-0.10501286,0.006457965,-0.0698829,-0.058761023,-0.059860718,0.0733149,-0.12673444,-0.101542786,0.104738824,0.062011242,-0.114725135,-0.029878028,0.029383749,-0.047329843,-0.015424207,0.09910166,-0.051898606,-0.026832283,-0.08437308,-0.13819915,0.057922445,0.08322967,-0.017575342,-0.096649624,0.08298656,-0.06935769,-0.05165676,-0.07631189,0.1085713,0.070476025,-0.09645769,0.055552185,0.09272043,-0.057475243,-0.099964194,-0.07021645,0.08210661,-0.10156773,0.021275252,0.01534045,-0.088656746,0.050716627,-0.086566165,0.11346312,-0.07635355,0.08008868,0.027698578,0.09523851,0.07550398,0.13723917,0.110947564,-0.06630022,0.0681855,-0.05409337,0.069068566,0.11905274,-0.08392221,-0.02096324,0.06013526,0.06679233,-0.10231023,-0.09972058,-0.10929083,0.09259827,-0.01140169,0.02475084,-0.1812282,-0.072215736,0.11431769
Alexander_Jablokov,0.037087608,0.039155655,0.0432089,0.092984915,0.0023159096,-0.06660161,0.07196073,-0.029139424,0.056224532,0.011944647,0.04706862,-0.024159214,0.058142986,0.118697695,-0.0075164367,0.013337906,-0.061374392,0.07091254,-0.107480474,0.07914333,-0.010061299,-0.09754324,-0.096653245,0.079362445,0.111076444,0.019907882,0.043607704,0.02938106,-0.04251817,0.06447108,0.0791825,-0.03840602,0.012745873,-0.024857573,0.11981218,-0.035099886,-0.012880071,-0.03398514,-0.08195118,0.058254458,0.045690063,-0.001560301,-0.0140762115,-0.013526888,-0.016013514,-0.093739346,0.080386594,-0.12111196,-0.12291019,-0.091477394,-0.009399832,0.009030497,0.065062,-0.029470727,-0.051756565,-0.02374344,-0.08757708,0.025468085,-0.07463082,0.069852844,0.049024813,-0.035173934,0.07550274,-0.005935015,-0.097184725,-0.08382738,-0.09886135,0.02430312,-0.01372772,0.042012118,-0.053517263,-0.077103,-0.012608199,-0.03440887,0.051075846,-0.120169,0.01663808,0.0042740023,0.025092892,0.11655656,0.015797697,0.045762513,-0.02492686,0.033125453,0.0069842413,0.081607185,0.044389248,-0.052952487,0.036791325,0.03751782,0.032240923,-0.04371708,-0.04379196,-0.046019852,0.040405087,0.054127224,-0.019714607,-0.02358743,-0.07637054,0.06172778
Alexandre_Pato,0.04456646,0.04187782,0.022730546,0.08839267,0.07192853,-0.0583005,0.108513154,-0.08197432,-0.016533451,0.090248026,0.07321671,-0.031545263,0.085338205,0.0849896,0.08525898,0.013133087,-0.09293461,0.048407376,-0.12310664,0.07755614,0.11098817,-0.09975083,-0.0826704,0.09812662,0.09138491,-0.005139689,0.0755046,0.060146183,-0.085135736,0.036169432,0.013735801,0.0021423704,0.06309178,-0.08413256,0.018393202,-0.025170386,-0.001850013,-0.09972625,-0.09117324,0.059216484,0.022779781,0.011709028,0.026623162,-0.022848308,0.012371906,-0.03568634,0.10181051,-0.048142254,-0.10910086,0.008213519,-0.067227386,0.024619253,0.07846926,0.03512406,-0.054948147,0.06827097,-0.03197284,0.014487877,-0.11932079,-0.0043753157,0.02054116,-0.028130785,0.06774943,-0.005433257,-0.09775364,-0.045830432,-0.098820545,0.07233525,-0.010777014,0.054331016,-0.059606336,0.0107889185,0.04149111,-0.026963228,0.08488976,-0.001170667,0.0048220283,-0.049643595,0.008900263,0.052448433,0.034361936,0.09160421,-0.05975989,0.031477276,0.1094359,0.042377245,0.040318437,-0.04789964,0.021312833,0.054267664,0.09345347,-0.06539355,-0.037605587,-0.042946044,0.059916068,0.07566736,0.036857363,-0.05122155,-0.0006898717,0.027236331
Alexis_Valdés,0.056070544,0.08807488,0.028425252,0.04843254,-0.04196911,-0.06389544,0.07221617,-0.074775994,0.082795374,0.01963815,-0.044316754,-0.028682208,0.035558023,0.11527361,0.044828795,-0.013458736,-0.0044301464,0.10035005,-0.058535974,0.0454758,0.08130311,-0.08781059,-0.09776066,0.0101312315,0.08152502,0.006300703,0.06209292,0.0032795966,-0.033303335,0.05014765,0.0038000809,-0.072387084,-0.031284425,-0.041525934,0.010014296,-0.031066326,-0.02326685,-0.13659972,-0.11225582,0.04776295,0.057997014,0.0069328165,0.019481933,0.040024076,-0.023509715,-0.07096578,0.08235674,-0.04310713,-0.05257688,-0.117784254,-0.06260348,0.0078497855,0.08379997,-0.035553604,-0.04152348,0.08047647,-0.05776299,0.011780272,-0.01938063,0.09134478,0.083685815,-0.030612515,0.072270505,-0.0048871706,-0.08604767,-0.08095984,-0.06794571,0.064261995,-0.018818002,-0.07284419,0.028457139,-0.073989995,0.047572795,-0.03893726,0.02683758,-0.11526598,0.026656495,-0.0047892607,0.03415834,0.06960995,0.04363593,0.09133406,-0.054479465,0.03585844,0.01362611,0.0665783,0.07078057,-0.07814748,0.026460359,0.0454895,-0.012125857,-0.059836205,-0.037598155,-0.04891339,0.040292572,0.043065432,0.033079594,0.0044939597,-0.080308765,0.014692984
Alexondra_Lee,0.13406718,0.070739284,0.006693958,-0.02015368,0.00079154526,-0.11915325,0.0962774,-0.16334663,-0.010216135,0.080728255,0.06933921,-0.107225254,0.13727154,0.08616285,8.843694e-06,-0.101692006,-0.032256514,0.12985937,-0.10822729,-0.007941408,0.083369315,-0.028679831,-0.066625714,0.03178666,0.13095185,-0.02351635,0.01789983,0.0955816,0.019412508,0.06599076,0.114840135,-0.13489012,0.018145474,0.009616087,0.05998503,-0.028544726,-0.051801972,-0.13366932,-0.039708935,0.08996174,0.06287374,-0.1163604,0.03972754,0.016177962,0.0027882056,-0.06475229,0.09249743,0.015954962,-0.14418368,-0.020436302,-0.1178794,0.11056585,0.11713689,-0.0013856373,-0.016605813,0.09002678,-0.059469026,0.07977298,-0.0630413,0.06957516,0.084876575,0.05638529,0.015147527,0.070330285,-0.059519574,-0.08685786,-0.06660311,0.052954286,-0.05970652,0.024201076,-0.07925624,0.03123079,0.0106922295,-0.0216593,0.10444207,-0.04780621,0.08291552,-0.11499567,0.17869516,0.027966613,0.06664913,0.04141486,-0.18928513,-0.0024404202,0.06427837,0.06101993,0.070661984,-0.056982834,0.08034663,0.13402316,0.052842613,-0.12010389,0.012669754,0.0054424815,-0.025656708,-0.07764394,-0.1473647,0.04536262,-0.14074723,0.024903214
Alfred_Bester,0.046029057,0.04494244,0.052683964,0.07592248,0.05960539,-0.080122225,0.10710907,-0.021701984,0.018631998,0.02322947,-0.0068019964,-0.0871403,0.037333287,0.12413119,0.05271109,0.017685713,-0.11793289,-0.0046517174,-0.12113039,0.05356862,0.06326693,-0.08573161,-0.021126693,0.07913715,0.0073711015,0.018380357,0.037908893,0.12179798,-0.074568115,0.01742791,0.0319656,-0.015692227,0.016631158,-0.0025225123,0.09685229,-0.035706963,0.0025455481,-0.09872974,-0.10847459,0.011952072,0.05136798,0.008855356,0.035292074,-0.0051854695,-0.031925585,-0.090155765,0.05907707,-0.07198085,-0.037653994,-0.0392555,-0.0026254605,0.010751593,0.019894993,-0.013980471,-0.073833264,-0.017433684,-0.08161987,0.072171,-0.06296715,0.081497595,0.09815995,-0.044035327,0.033014964,0.012291655,-0.08957295,-0.059972044,-0.08294928,0.055363238,-0.01779419,-0.03959189,-0.05966483,0.03791283,0.057156246,-0.037810754,0.07818555,0.027162567,0.017330447,0.0078099,0.01990291,0.09342787,0.04986121,0.09503878,-0.040391263,0.07397011,0.09573578,0.09670823,0.056561954,0.008214825,-0.04581103,0.033959944,0.0015025415,-0.0382807,-0.047730867,-0.044638775,0.047690056,-0.004131571,0.014469893,-0.05916828,-0.028120121,0.08682781
Algeria,0.111507,0.05415566,0.055317856,0.12587416,-0.04174108,-0.033153374,0.14888296,-0.011695722,-0.027342506,0.12598024,0.07534457,-0.07924333,-0.054625478,0.041163042,-0.0006664007,-0.058717698,-0.092521444,0.01918983,-0.08464289,0.08292868,0.11680019,-0.16563575,-0.038803842,0.09968004,0.031075308,0.03926095,0.07461899,0.11705808,-0.028711658,0.078463726,0.110099114,-0.033520635,0.063603766,-0.037847202,0.07863612,-0.12407867,-0.030618347,-0.18358631,0.04637022,0.099579915,0.08012467,-0.07357317,0.02575107,0.025304757,-0.03499982,-0.14354604,0.1360173,-0.10782506,-0.11793898,-0.12265392,-0.12485986,0.059684873,0.063889325,-0.05064556,-0.041629348,0.014500354,-0.083831124,-0.010572678,-0.13139759,0.10985548,0.09002611,-0.113560654,-0.043158162,0.026426835,-0.0041096616,-0.0371768,-0.07793443,0.075035416,0.0018792338,-0.0637383,-0.12864451,-0.1269406,-0.021142252,-0.09318552,0.03100881,-0.028099386,0.050501324,-0.039590325,-2.3384317e-05,0.070184946,0.08659631,0.16134544,-0.13844395,-0.007580205,0.121354304,0.16297324,0.08999981,-0.1837132,0.10510025,0.100261316,0.053889263,-0.019715792,-0.028281951,-0.07752932,0.09388383,0.06839701,-0.028612936,-0.026454544,-0.06984992,0.12236997
Ali_Landry,0.051987235,0.053442158,0.05304258,0.09912286,0.008720627,-0.06060874,0.06589625,-0.08235247,0.07929273,-0.00863104,0.09011485,-0.015154053,0.04355367,0.11339987,0.10238059,-0.005587668,-0.11125168,-0.050997894,-0.109573595,0.08802998,0.09924517,-0.09875646,-0.08444177,0.06936135,0.093578935,0.008841396,0.051159896,0.06249519,0.027762583,0.07048696,0.086695686,-0.001960473,0.013050685,-0.04366227,-0.027503734,-0.037013385,-0.0020640048,0.004660595,-0.06574007,0.10533045,0.031906005,0.0020651473,0.026542058,-0.025175089,-0.015035525,-0.049964797,0.07697404,-0.076943755,-0.11544024,-0.031160904,-0.06948947,0.0148903895,0.09715331,0.05426377,-0.05412719,0.10334471,-0.09240107,0.018151347,-0.04311762,0.07857294,0.01453801,-0.03370585,0.05657567,-0.015787542,-0.01881334,-0.032208603,-0.084793255,0.066556275,-0.008851671,0.029120412,-0.06330891,-0.045516863,0.031755973,-0.057639893,0.08549211,-0.10162027,0.00663488,-0.009122344,0.024922524,0.09418019,0.06420447,0.07328921,-0.016298862,0.0407291,0.0607913,0.08901719,0.045841172,-0.08176724,-0.030574342,0.02650185,0.03439991,-0.038575556,-0.049767137,-0.04336663,0.07132424,0.039433092,-0.032824654,-0.025288148,-0.071113266,0.04410004
