,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
Belgrade,-0.13541828,-0.17873655,0.046684496,0.0917058,-0.014648937,-0.0675896,-0.078865305,-0.11923584,0.06105999,0.07981578,0.116651155,0.09093008,-0.1177209,-0.1336223,0.073497415,-0.043719992,0.16034375,-0.037403032,-0.045579202,-0.07723338,-0.1300913,0.09962312,-0.038065165,-0.015184251,-0.08904378,-0.009167794,0.09276663,-0.1271475,-0.020646863,0.064267986,0.09985439,-0.07222182,0.070652254,0.0010588263,0.19166131,0.11636429,0.14727448,0.027829561,0.046867874,0.075664625,-0.061099637,0.038332578,-0.03513173,-0.04880036,0.124514386,-0.06623239,0.04309743,0.018917216,-0.074269116,-0.0011739789
Belleville,-0.16555077,-0.112894736,0.13638374,0.16257265,-0.17162955,-0.14953429,-0.13672154,-0.09837303,0.14154036,0.14407428,0.06532479,0.16066574,-0.10061013,-0.13169102,0.058029104,-0.100432724,0.1788124,-0.122453935,-0.14108765,-0.15074888,-0.14352727,0.17097604,-0.16347213,-0.13009523,-0.16708891,-0.10110154,0.18055274,-0.16218014,-0.083116286,0.10630444,0.11973909,-0.18148364,0.1674227,0.068845965,0.17786545,0.18970023,0.18491115,0.06797712,0.13472077,0.13722084,-0.068575725,0.06433004,-0.13170797,-0.1531062,0.13128151,-0.12833942,0.08246306,-0.15369134,-0.08503161,-0.12558867
"Belleville,_Ontario",-0.15074213,-0.101903625,0.11888853,0.13881496,-0.11395857,-0.15728068,-0.1659576,-0.12088664,0.21392885,0.14452633,0.16879123,0.11436144,-0.18430649,-0.16350016,0.16053689,-0.09291042,0.20522708,-0.035219,-0.13288613,-0.07719948,-0.16930568,0.12128885,-0.102514856,-0.0619204,-0.16882898,-0.17029983,0.13806169,-0.11726316,-0.11137252,0.10616595,0.08480933,-0.07706673,0.11074932,0.07827691,0.14124975,0.13635945,0.19130243,0.108902745,0.1250048,0.088242516,-0.11599675,0.11074013,-0.031525057,-0.034387734,0.18934625,-0.13544112,0.11654309,-0.03469494,-0.08264153,-0.052260026
Bellevue,-0.07745855,-0.17536466,0.12449157,0.12143356,-0.08058188,-0.104571596,-0.13588355,-0.17587042,0.11421462,0.10154911,0.11314732,0.13304873,-0.12114156,-0.13925341,0.2040058,-0.19640009,0.15169369,-0.12943366,-0.13449612,-0.15389848,-0.1949003,0.13810867,-0.11113576,-0.13912028,-0.17360044,-0.057161815,0.10880802,-0.11468075,-0.17856392,0.16083373,0.045958884,-0.1566848,0.16718113,0.0072338125,0.18406506,0.116714664,0.1312099,0.059317958,0.12336051,0.06740976,-0.17951873,0.093224086,-0.097067446,-0.1955634,0.14175987,-0.10531459,0.07929921,-0.091330834,-0.10432631,-0.09129668
Ben_Gordon,-0.16473205,-0.060483783,0.14409842,0.09927017,-0.035327975,-0.026927838,-0.039901655,-0.08558489,0.07997128,0.029953787,0.15277287,0.08688216,-0.05300506,-0.07601258,0.0887687,0.0298362,0.14337747,-0.053397793,-0.10963474,-0.02979769,-0.09012324,0.07796871,-0.12217977,-0.054128356,-0.040570084,-0.011755228,0.0064517944,-0.116070576,-0.01498767,0.09827855,0.05164719,-0.059703294,0.009884187,0.07006178,0.0695933,0.08419145,0.017900249,0.11913824,0.02623368,0.1051734,-0.02214903,0.076077916,-0.07907345,-0.06485433,0.050939497,-0.06605743,0.09166747,-0.15595661,0.0031148412,-0.1928961
Ben_Indra,-0.030581841,-0.09675219,0.045479327,0.06744602,-0.16239738,-0.090097554,-0.025972394,-0.0041793534,0.09356865,0.07254438,0.03907645,0.092921175,-0.027837386,-0.010381528,0.061891127,-0.08597496,0.022791777,-0.04889578,-0.09000416,-0.03937182,-0.11289267,0.12188301,-0.011094178,-0.07039792,-0.05601216,-0.0023528757,0.05430922,-0.07298067,-0.03750875,0.061466962,0.117265604,-0.0017463331,0.06047428,0.12095271,0.09299086,0.08124671,0.08456236,0.19032173,0.09807741,0.106310725,-0.066661984,0.098945595,-0.061167397,-0.039350223,0.026020354,-0.023382777,0.056180283,-0.049537413,-0.044493537,-0.1628813
Ben_Kingsley,-0.17307383,-0.17513214,0.10141352,0.107245386,-0.20630069,-0.1493442,-0.12039306,-0.2231818,0.1641022,0.16051117,0.07592796,0.14896533,-0.15856838,-0.16794205,0.08702953,-0.17893986,0.18823846,-0.15869085,-0.07220988,-0.13146764,-0.14283961,0.19749081,-0.216239,-0.15844324,-0.12463826,-0.110647604,0.14970094,-0.10626011,-0.12857054,0.15386494,0.15861264,-0.183121,0.1441071,0.15515289,0.18095043,0.15978514,0.162494,0.1380827,0.14922163,0.15801139,-0.110737525,0.23868835,-0.17613539,-0.16842315,0.14796315,-0.15866406,0.13989706,-0.18702519,-0.16334482,-0.18901627
Benazir_Bhutto,-0.055738512,-0.08816743,0.05609286,0.14563113,-0.1351524,-0.043714,-0.113303736,-0.04961745,0.040208884,0.038311936,0.028587556,0.01151792,-0.07523109,-0.0056791846,0.07106687,-0.07432727,0.055875707,-0.07433472,-0.09813276,-0.025326062,-0.08888313,0.16719483,-0.12019366,-0.043445725,-0.10114966,-0.027771024,0.035122234,-0.07557588,-0.04674666,0.05035193,0.13276908,-0.050221283,0.06917183,0.15316002,0.008357959,0.1616486,0.16391058,0.08852167,0.0900481,0.09199982,-0.04029882,0.06438635,-0.045043807,-0.11734629,0.04765359,0.0018688809,0.03381278,-0.06487301,-0.15435131,-0.12349814
Benjamin_Franklin,-0.043388654,-0.04741466,0.024474075,0.08762237,-0.046496835,-0.092575945,-0.058812797,-0.078799285,0.1251328,0.051811542,0.02271624,0.13175039,-0.021672664,-0.08530842,0.013435998,-0.115527436,0.052334625,-0.08243971,-0.10679301,-0.041656986,-0.04853785,0.034305967,-0.07394032,-0.013919736,-0.10686067,-0.070885256,0.05965838,-0.053119194,-0.14815666,0.060533427,0.14837323,-0.054289777,0.03618548,0.035695683,0.05854869,0.10259546,0.022883452,0.13028066,0.056232944,0.12763606,-0.11525413,0.0388456,-0.057767276,-0.044919256,0.09419984,-0.13087021,0.074166454,-0.030321635,-0.04415297,-0.08731528
Benjamin_Harrison,-0.06944397,-0.07116086,0.028971823,0.056844834,-0.041354798,-0.07897546,-0.0722668,-0.07241592,0.09284074,0.026326615,0.026485479,0.117457055,-0.035273768,-0.11141073,0.036466092,-0.10618301,0.0890576,-0.074851505,-0.1424148,-0.024487065,-0.03227422,0.046843495,-0.111796014,-0.009123227,-0.09228244,-0.08059521,0.03637351,-0.056402702,-0.11980015,0.09172643,0.12816322,-0.07020635,0.041469876,0.038663004,0.044925965,0.11344926,0.047400635,0.12825914,0.08712203,0.11926686,-0.11274385,0.060630564,-0.070681326,-0.05786608,0.1199303,-0.114399515,0.064091206,-0.036520068,-0.066966236,-0.071693465
Beowulf's_Children,-0.13024859,-0.08501336,0.17997688,0.16793871,-0.17483418,-0.17117196,-0.14679967,-0.1734328,0.1843541,0.1269327,0.1830993,0.20934509,-0.16514981,-0.18552367,0.078631155,-0.13854034,0.15831195,-0.16598411,-0.1932258,-0.15993647,-0.18047711,0.13741226,-0.034772757,-0.13196102,-0.19556196,-0.15634756,0.17664856,-0.13176411,-0.10224708,0.124973826,0.06097523,-0.13683197,0.10303291,0.1308699,0.05546306,0.08783152,0.09646348,0.1609385,0.14033824,0.16248369,-0.11569958,0.10552368,-0.15426591,-0.19728471,0.15814155,-0.14243175,0.19773228,-0.12566201,-0.17515293,-0.13196468
Berkeley,-0.031498097,-0.17026462,0.11275531,0.12759472,-0.145375,-0.14400399,-0.074209526,-0.19076587,0.17147414,0.041430462,0.094037734,0.10272181,-0.15098333,-0.105661035,0.06117853,-0.13761339,0.056568712,-0.06053684,-0.1810404,-0.06470182,-0.14732519,0.09504282,-0.074680865,-0.10585046,-0.21963608,-0.009954771,0.12603344,-0.15974857,-0.14647935,0.099724695,0.058360856,-0.10517737,0.13257545,-0.024233606,0.20064902,0.0684831,0.14526181,-0.02548456,-0.011702996,0.043698423,-0.029544957,0.09553682,-0.08520685,-0.09106975,0.13832162,-0.020044299,-0.04973655,-0.13148364,-0.1170644,-0.023306973
Bernard_Archard,-0.16207893,-0.15965128,0.15752974,0.017137634,-0.19771755,-0.1497101,-0.062876925,-0.18084407,0.15872826,0.15822999,0.04244246,0.12802708,-0.17100821,-0.16057435,0.11269585,-0.14341713,0.118794076,-0.056281805,-0.0036655935,-0.06943428,-0.10179765,0.1373164,-0.15505514,-0.15467437,-0.07587733,-0.022708386,0.18436155,-0.10294748,-0.084393345,0.12474277,0.11384795,-0.17518458,0.17140616,0.15810704,0.13127649,0.12966408,0.15963891,0.16996759,0.147391,0.12997274,-0.14743006,0.1754174,-0.079471536,-0.1035424,0.15992099,-0.12216049,0.17667364,-0.18913686,-0.1222732,-0.1657211
Bethany_Joy_Lenz-Galeotti,-0.17697032,-0.09931957,0.1533182,-0.0334831,-0.14997016,-0.18556654,-0.0421384,-0.09094199,0.15773354,0.12168766,0.077105306,0.14442055,-0.16017815,-0.20925166,0.12795918,-0.064871274,0.14480647,-0.039370034,-0.00854633,-0.06019805,-0.15700257,0.12310838,-0.17358439,-0.13673024,-0.055475596,-0.055952124,0.11394759,-0.0744568,-0.09206277,0.10504459,0.13840815,-0.1947236,0.14164874,0.17503226,0.071656294,0.09532189,0.14189252,0.15938249,0.08865254,0.122273035,-0.108493835,0.124244384,-0.09239709,-0.11627261,0.06456345,-0.118426874,0.13591947,-0.18604837,-0.162577,-0.16449122
"Beverly_Hills,_California",-0.0070493887,-0.061521266,0.035205044,0.029035559,-0.10603455,-0.08909482,-0.047700193,-0.044320963,0.07725548,0.1337703,-0.008066318,0.07211596,0.019625504,-0.051866572,0.2217331,0.027609197,0.036385167,-0.14108516,-0.032914817,-0.016228504,-0.06783107,0.13935177,-0.0575834,-0.13188732,-0.112684615,-0.046046298,0.1533817,0.01042681,-0.14299834,0.080368936,0.06965404,-0.020233667,0.075706206,0.17067502,0.07554993,0.16787449,0.12922841,0.05892274,0.103299744,0.12688087,-0.11559858,0.025992123,-0.06439946,-0.082662,0.042633034,-0.1449858,-0.0318729,0.0020764759,-0.13433999,-0.19789389
Beyoncé_Knowles,-0.10022346,-0.0899238,0.044203557,0.07830724,-0.02997715,-0.06543393,-0.13641326,-0.12269604,0.09937222,0.12480465,0.064253286,0.11083056,-0.11087091,-0.13478972,0.07552361,-0.097344846,0.13180688,-0.057681486,-0.100769125,-0.06495952,-0.058113173,0.07419346,-0.103169054,-0.05065706,-0.12042546,-0.12204013,0.06909566,-0.0800198,-0.11016319,0.049686197,0.095103376,-0.09472301,0.04999785,0.07715858,0.11906332,0.11438151,0.112811536,0.090119764,0.09292292,0.13184291,-0.08985908,0.09465509,-0.04619856,-0.05930632,0.103172615,-0.09778177,0.09885494,-0.034822684,-0.09608133,-0.051145017
Beyond_Apollo,-0.14016674,-0.14301583,0.15423636,0.15814433,-0.14003295,-0.16120431,-0.035694927,-0.19342333,0.108455695,0.13899894,0.10691607,0.16062906,-0.07965104,-0.1580009,0.15161546,-0.107496396,0.18004434,-0.17651099,-0.14665006,-0.16119234,-0.15803413,0.027895276,0.002534932,-0.1574093,-0.114630334,-0.18654013,0.07748295,-0.13404232,-0.09036229,0.09261837,0.090086214,-0.13017091,0.086621836,0.0713721,0.06148941,0.14120634,0.08703011,0.17793314,0.109321795,0.13034268,-0.15112728,0.11943073,-0.14532408,-0.16441964,0.16679433,-0.106442854,0.122301534,-0.16232543,-0.12898594,-0.16781111
Bharosa,-0.16298415,-0.10675105,0.16661918,0.18193717,-0.16976924,-0.15859205,-0.08687559,-0.14945748,0.18968974,0.20540138,0.051829174,0.045846663,-0.16547562,-0.07902139,0.1922815,-0.15247412,0.09293488,-0.10049611,-0.14428915,-0.0785221,-0.14134914,0.09753729,-0.033111025,-0.16872299,-0.03389164,-0.12452112,0.19175,-0.23013882,-0.14482856,0.19604328,0.096062146,-0.13796686,0.14183418,0.17678325,0.17976955,0.06570734,0.17243548,0.12657182,0.15453686,0.057129674,-0.10819757,0.10051641,-0.15353256,-0.1769017,0.20716904,-0.12287251,0.17301953,-0.13828796,-0.05063286,-0.015842654
Bharrat_Jagdeo,-0.068938434,-0.11170607,0.1301858,0.07253829,-0.065237954,-0.083083294,-0.13557695,-0.045419767,0.07663381,0.1143588,0.12980354,0.056338575,-0.11651961,-0.059603583,0.1386566,0.0040901513,0.064234,-0.080043875,-0.1372496,-0.058856368,-0.090529084,0.087283276,-0.06813684,-0.13180162,-0.054952037,-0.090152055,0.047235094,-0.09765342,0.008864322,0.081083,0.07039452,-0.08057094,0.050063152,0.04852842,0.071881026,0.09590063,0.118496224,0.02728646,0.05710736,0.06947642,0.007606963,0.13387807,-0.033879135,-0.09580867,0.018525472,-0.043030187,0.14531855,-0.13929567,-0.1157297,-0.07126261
Bhutan,-0.1499133,-0.12355533,0.14979164,0.15725866,-0.07747139,-0.17321664,-0.15555461,-0.024349993,0.14169466,0.14316559,0.070356086,0.085756525,-0.13960513,-0.079991214,0.028028281,-0.08585687,0.17003971,-0.13899729,-0.1409547,-0.07378076,-0.14725107,0.119178444,-0.16937211,-0.15273753,-0.1670041,-0.1517738,0.1343955,-0.10091471,-0.05099694,0.16068953,0.14779681,-0.13745327,0.11656137,0.13388576,0.15285072,0.1857474,0.1649491,0.12429735,0.09692629,0.15722752,-0.046230417,0.07451332,-0.13912871,-0.19365121,0.072348885,-0.13793533,0.08798597,-0.17606889,-0.09567505,-0.12276068
Big_Fish_Games,-0.0045750416,-0.07892654,0.06478361,0.10444819,-0.04344658,-0.08704871,-0.14827274,-0.06479399,0.021569893,0.07868762,0.038970374,0.07702226,-0.08363232,-0.059042435,0.064460926,-0.07051413,0.050160762,-0.1464081,-0.09678687,-0.08262143,-0.058637284,0.09060412,-0.06660962,-0.07998915,-0.095494956,-0.067895934,0.12933746,-0.02481368,-0.07614183,0.08067,0.17923674,-0.08366263,0.118880525,0.08485518,0.0068223556,0.08719112,0.089584254,0.031177346,0.018127479,0.027688429,-0.041070253,0.05350933,-0.0607197,-0.13446131,0.13868284,-0.07380002,0.028488696,-0.05900604,-0.16884273,-0.05259469
Bill_Clinton,-0.10185527,-0.09355073,0.0502165,0.0749497,-0.043406,-0.06122918,-0.13530204,-0.12061659,0.10775455,0.1062849,0.059918895,0.11246132,-0.10563871,-0.11782122,0.077275686,-0.09890665,0.12492163,-0.061747972,-0.09923586,-0.06399227,-0.05854935,0.07198269,-0.09523425,-0.0510613,-0.122904636,-0.116917014,0.068309195,-0.07977486,-0.12487451,0.054764673,0.09323655,-0.09492803,0.060004067,0.07281695,0.11409567,0.11293105,0.10634237,0.088867195,0.11687815,0.12148653,-0.09207297,0.09217954,-0.05532839,-0.0798058,0.099835426,-0.09653466,0.10577332,-0.02911056,-0.09467322,-0.049206156
Bill_Duke,-0.10047569,-0.11811761,0.13000192,0.19162905,-0.15216333,-0.17805386,-0.15935425,-0.17093134,0.14616598,0.14574914,0.15737146,0.18218544,-0.22179852,-0.18422742,0.15417738,-0.1387932,0.14490183,-0.14371888,-0.108384944,-0.12478657,-0.17911646,0.12344196,-0.16860004,-0.17970379,-0.17682001,-0.19102205,0.17395358,-0.1513633,-0.12694842,0.109699965,0.13692069,-0.21216258,0.15918428,0.16452174,0.18599875,0.1326212,0.1561147,0.18630677,0.087574676,0.17731333,-0.15355736,0.11622158,-0.12498644,-0.16104534,0.14118436,-0.12884799,0.10082118,-0.19626725,-0.21390997,-0.1845021
Bill_Hader,-0.025479728,-0.16091596,0.13137025,0.17424685,-0.15412295,-0.1930515,-0.1129413,-0.19411582,0.20094869,0.16007824,0.12810527,0.18360245,-0.16545245,-0.11554085,0.09784073,-0.072380066,0.089188844,-0.21907754,-0.14353931,-0.16246483,-0.15079297,0.12309366,-0.21374168,-0.1055453,-0.17703713,-0.10359214,0.15993425,-0.195926,-0.112657025,0.10067617,0.087233156,-0.09815606,0.14375195,0.15710717,0.17280602,0.1984877,0.15340526,0.17323746,0.17617482,0.14804038,-0.124320075,0.1177028,-0.13237649,-0.07780817,0.17440474,-0.18676022,0.20048067,-0.1950964,-0.20389897,-0.19289578
Bill_Murray,-0.06298375,-0.16126467,0.07839225,0.16329083,-0.16340992,-0.15044123,-0.037101433,-0.20162977,0.11418766,0.15171634,0.13754463,0.16252202,-0.16952483,-0.08641456,0.14643736,-0.14683191,0.091893144,-0.1579665,-0.17246789,-0.1909465,-0.15533303,0.07366011,-0.18428384,-0.11928637,-0.17258872,-0.10402748,0.1173698,-0.15564357,-0.11818579,0.06489546,0.11379638,-0.13394958,0.15036137,0.14835021,0.23267591,0.20491064,0.13342537,0.13242802,0.16063218,0.18935409,-0.14191808,0.029035235,-0.1089505,-0.11287763,0.14200667,-0.12592873,0.17540307,-0.13049111,-0.17390989,-0.15706998
Bill_Nighy,-0.039158475,-0.1758635,0.13463697,0.14881083,-0.12632412,-0.13925095,-0.06255171,-0.17302251,0.13665822,0.26917744,0.13759048,0.19384384,-0.12239406,-0.16137996,0.13027252,-0.151211,0.082917206,-0.15333226,-0.1551577,-0.18403155,-0.19900599,0.10386711,-0.22562249,-0.12409477,-0.18230714,-0.15038587,0.18653022,-0.15709728,-0.10530238,0.15563692,0.0827096,-0.1726922,0.11948065,0.16788052,0.1855107,0.116751604,0.096013926,0.18549895,0.16647738,0.18169513,-0.14246553,0.04984358,-0.22218229,-0.10894198,0.18312006,-0.10017924,0.13660933,-0.12412732,-0.13727428,-0.2000377
Billie_Holiday,-0.06356767,-0.1212164,0.05858336,0.12419905,-0.089376874,-0.12642536,-0.101513535,-0.07095348,0.090827376,0.02602509,0.0102049,0.10246518,-0.05386777,-0.10016632,0.077884965,-0.12442568,0.051879186,-0.12191665,-0.1472566,-0.03083152,-0.043586295,0.09427521,-0.073710114,-0.07389918,-0.10585618,-0.080992095,0.08093209,-0.066864066,-0.08894666,0.085919224,0.111765236,-0.08187177,0.103254184,0.12621212,0.05848415,0.0929553,0.12773061,0.14049664,0.11518164,0.10384812,-0.09990324,0.08549554,-0.120436296,-0.123328224,0.08845644,-0.08279337,0.024709543,-0.04845446,-0.09124298,-0.12864107
Billpoint,-0.115555726,-0.10149128,0.12394776,0.1653316,-0.1359345,-0.12562151,-0.12838708,-0.17829235,0.1408022,0.18774015,0.1291095,0.11328509,-0.18567012,-0.17902413,0.16213061,-0.13122459,0.043646228,-0.16506252,-0.18271294,-0.14833565,-0.11152271,0.09896886,-0.13761325,-0.15921162,-0.110857494,-0.10783169,0.1807396,-0.13262966,-0.14838754,0.15614194,0.116374865,-0.15448727,0.122855484,0.12244427,0.14692326,0.14148065,0.18870701,0.10944791,0.16605099,0.054690015,-0.16459487,0.13029476,-0.12516513,-0.16573094,0.15028858,-0.06482895,0.17096144,-0.1907159,-0.008806995,-0.04961103
Billy_Joel,-0.05666324,-0.10188221,0.06147026,0.0484878,-0.018202718,-0.07432825,-0.13985051,-0.08795523,0.063372195,0.12758218,0.0849927,0.12395568,-0.11790228,-0.12538888,0.08954444,-0.05248857,0.08555616,-0.08343012,-0.10636787,-0.08907685,-0.052890237,0.05466656,-0.070521355,-0.055403896,-0.103292614,-0.12693271,0.08467695,-0.060880084,-0.08641111,0.0774129,0.12564462,-0.11069516,0.074668,0.037877046,0.09320464,0.07364757,0.090240605,0.0344901,0.06384818,0.06409271,-0.042356968,0.113156796,-0.036988705,-0.07805157,0.111610755,-0.118029036,0.11951668,-0.041286055,-0.1127684,-0.035990123
Billy_Preston,-0.077878945,-0.12351462,0.032289725,0.11572661,-0.0694271,-0.13401434,-0.062176276,-0.07047698,0.08719089,-0.0024837458,0.048712384,0.021044765,-0.033451974,-0.0977071,0.07559996,-0.11040608,0.023406709,-0.120515786,-0.10315003,-0.04683557,-0.019279001,0.050719872,-0.10221236,-0.08245029,-0.041196078,-0.09265352,0.050749734,-0.08123197,-0.102569096,0.04908341,0.06437833,-0.07889581,0.09565443,0.13791497,0.056687158,0.06180756,0.13274413,0.10265142,0.09313892,0.05932425,-0.09966112,0.054330327,-0.13026902,-0.116007894,0.08126819,-0.10649192,0.013819409,-0.01632984,-0.12083117,-0.05451596
Billy_Rovzar,-0.05747245,-0.12936504,0.14905238,0.18720827,-0.17461944,-0.19466537,-0.109314755,-0.16798227,0.11849124,0.1326057,0.17062971,0.051535968,-0.14458148,-0.17246653,0.14268056,-0.17820814,0.13555832,-0.1618004,-0.11973946,-0.16794604,-0.14626834,0.1719102,-0.0636967,-0.12834072,-0.1214094,-0.09078771,0.10262827,-0.07262813,-0.17601267,0.07412151,0.05597771,-0.17648372,0.1393024,0.12596473,0.12728465,0.09650716,0.124764025,0.12052074,0.10449489,0.12738788,-0.14416176,0.1915008,-0.2158194,-0.11471208,0.17203023,-0.176094,0.1436099,-0.12917162,-0.05028899,-0.13279508
Billy_Wilder,-0.026589809,-0.056584377,0.03749313,0.124401584,-0.10509764,-0.14175737,-0.0698301,-0.06819922,0.09121276,0.05602939,-0.009922275,0.12809604,-0.03933455,-0.058878362,0.05444908,-0.11748488,0.020879008,-0.1359449,-0.090196,-0.051730484,-0.045847297,0.083677925,-0.028931366,-0.04393088,-0.13659324,-0.040583648,0.113341235,-0.08462548,-0.111567244,0.047868174,0.14373347,-0.06703678,0.09029658,0.118173815,0.08471615,0.069814265,0.057319004,0.15261614,0.062144756,0.10352995,-0.10724218,0.068119235,-0.09302051,-0.09589974,0.04454928,-0.1070946,0.027090956,-0.054569885,-0.063301824,-0.124072395
Bing_Crosby,-0.109145164,-0.08125808,0.036955923,0.11297937,0.0031357573,-0.019864477,-0.08604327,-0.14845061,0.03337941,0.1094918,0.09956923,0.03950983,-0.086576246,-0.10360296,0.03318341,-0.080417,0.07155649,-0.051951732,-0.00797567,-0.08904723,-0.033231728,0.06369277,-0.1503986,-0.041798852,-0.07255874,-0.065107085,0.10338834,-0.08884056,-0.10428841,0.016777178,0.02253051,-0.06571831,0.06810054,0.11650429,0.0806924,0.049618226,0.06544255,0.009067995,0.057174195,0.040957402,-0.08090999,0.023689628,-0.07644466,-0.08847919,0.10260201,-0.08432412,0.011492816,-0.045384806,-0.10616254,-0.033703886
Biomet,-0.079952985,-0.114580385,0.06383557,0.077348545,-0.037111342,-0.13369323,-0.07999649,-0.07549679,0.077554174,0.0651839,0.10754086,0.052324556,-0.11154073,-0.119138874,0.105454475,-0.051620472,0.022473693,-0.12592086,-0.08593484,-0.12176861,-0.049105357,0.026754348,-0.0847862,-0.119800285,-0.03715349,-0.1136276,0.081558846,-0.08667514,-0.064063884,0.057302225,0.06320433,-0.12961407,0.1109043,0.07803806,0.08939287,0.059346825,0.089379095,0.029615376,0.05990886,0.045642547,-0.049608305,0.085116506,-0.082777984,-0.115698725,0.056423113,-0.12114411,0.10146041,-0.09843491,-0.12543604,-0.041339785
Birmingham,-0.099791005,-0.22788277,0.12825885,0.079676755,-0.1483149,-0.12074164,-0.12054108,-0.16253561,0.096604474,0.06955097,0.17037986,0.13511765,-0.11725066,-0.123330936,0.1643959,-0.14635038,0.14362513,-0.0834022,-0.08514759,-0.08840221,-0.15219073,0.10993404,-0.07595568,-0.12868512,-0.18368421,-0.18002325,0.15852277,-0.0521717,-0.0719289,0.15393293,0.049943265,-0.15439688,0.16590923,0.11746342,0.07727521,0.09145098,0.13313197,0.103195824,0.17370804,0.15009049,-0.18593104,0.16898523,-0.07006036,0.00532597,0.12851875,-0.13986155,0.11025371,-0.060088955,-0.11787373,-0.15893881
"Birmingham,_Alabama",-0.17863955,-0.22916932,0.1274323,0.08016122,-0.015896924,-0.040886816,-0.16776063,-0.15866692,0.16155574,0.10768422,0.216548,0.14115427,-0.12849818,-0.14578578,0.11225467,-0.099553056,0.16041766,-0.0008648543,-0.1704812,-0.14666378,-0.13683453,0.120122604,-0.07652009,0.033509895,-0.12952235,-0.20889123,0.1172546,-0.066925265,0.005312545,0.14522904,0.12045978,-0.08322814,0.071800575,0.05871679,0.15937874,0.17624433,0.13317882,0.15033256,0.18293573,0.12843981,-0.13416551,0.06512996,-0.06980931,0.03483867,0.09425595,-0.08289637,0.1678185,-0.08967693,-0.20687789,-0.04191025
Björk,-0.07878712,-0.03390733,0.058722187,0.087719515,-0.045802042,-0.04532579,-0.13402715,-0.121547416,0.064532846,0.12153639,0.041935187,0.065640874,-0.115540884,-0.0793513,0.04062936,-0.09872795,0.13528669,-0.06744487,-0.056093287,-0.08664202,-0.07619233,0.09152055,-0.10860605,-0.0354922,-0.12532802,-0.089414805,0.086064205,-0.065596245,-0.12695932,0.04168985,0.112757415,-0.09871919,0.06357097,0.078860715,0.056399614,0.12474809,0.10388263,0.05337556,0.07713776,0.10014413,-0.10149619,0.05525609,-0.032172427,-0.07626976,0.10044031,-0.056812234,0.048165724,-0.044533845,-0.10919617,-0.06091659
Bjørnstjerne_Bjørnson,-0.06428069,-0.12179709,0.05099202,0.11953375,-0.0940355,-0.13858005,-0.102109365,-0.0677073,0.07979406,0.02039,0.013614827,0.102901146,-0.051907424,-0.098392926,0.07613152,-0.11093682,0.06504881,-0.12415039,-0.14843169,-0.030603109,-0.040131535,0.116968736,-0.076784015,-0.077075444,-0.11801375,-0.081323825,0.08861948,-0.07536397,-0.09111104,0.08395282,0.12440243,-0.08508459,0.107663415,0.13445894,0.064204685,0.10016349,0.12500022,0.13464515,0.11066588,0.101949915,-0.10066003,0.079626866,-0.11525095,-0.1146381,0.10531746,-0.08585593,0.019981425,-0.049741857,-0.09518381,-0.12881625
Blackbaud,-0.07359614,-0.14074063,0.12471482,0.028915916,-0.035206202,-0.060877357,-0.09831306,-0.059510104,0.041030213,0.11960206,0.1259335,0.12072745,-0.063758686,-0.098683536,0.086780205,-0.020296125,0.09654173,-0.06260555,-0.043395348,-0.093692504,-0.06050889,0.10017142,-0.049959857,-0.10639384,-0.041143015,-0.046457574,0.10702617,-0.05240653,-0.03603899,0.123006,0.073959626,-0.0717899,0.12626179,0.0801671,0.11820702,0.0261733,0.058525085,0.045896873,0.057583153,0.022415226,-0.04225085,0.1165335,-0.09299467,-0.0911426,0.11479275,-0.05410426,0.048516035,-0.10713325,-0.03452682,-0.094644226
Blogging_Systems_Group,-0.014175852,-0.038557947,0.07496243,0.07969079,-0.064652175,-0.13656062,-0.0893007,-0.087164216,0.08540954,0.11925861,0.073366016,0.13685757,-0.08431507,-0.072394915,0.07897945,-0.04545519,0.031683344,-0.1414594,-0.0687269,-0.1269021,-0.09593239,0.038514767,-0.023594975,-0.09101522,-0.1085367,-0.08916662,0.124580555,-0.08500888,-0.06893274,0.057901323,0.1451664,-0.10917951,0.100137495,0.061249424,0.10943074,0.045847297,0.033589035,0.041125707,0.010841137,0.06233922,-0.054698087,0.10250868,-0.04563611,-0.06893803,0.04259311,-0.11972485,0.13646685,-0.12323025,-0.06303926,-0.07120491
Bloombase,-0.04422877,-0.028522579,0.12822701,0.09708817,-0.056769855,-0.0752708,-0.14726055,-0.099686496,0.03648947,0.098379485,0.07884293,0.06367679,-0.12966257,-0.078317896,0.050125174,-0.041724145,0.08960897,-0.1247454,-0.057864364,-0.11939968,-0.098207325,0.09099887,-0.08149718,-0.08505742,-0.10122599,-0.08426236,0.1156615,-0.062318373,-0.076501474,0.068759024,0.12889275,-0.1370455,0.081530206,0.08542727,0.03379416,0.09608387,0.10074023,0.018371465,0.021576755,0.037705086,-0.0574847,0.0796237,-0.039069206,-0.10801888,0.078154095,-0.05768874,0.06022803,-0.11806797,-0.114910856,-0.055532236
